"SA","season","AnimalID","year","area","nb.reloc"
"TR","WI","Aggregate",2003,423.6365492,468
"TR","WI","Aggregate",2004,3378.800651,11
"TR","WI","Aggregate",2005,1958.676692,89
"TR","WI","Aggregate",2006,8956.67942,1119
"TR","WI","Aggregate",2007,7674.661564,1940
"TR","WI","Aggregate",2008,2492.078566,1404
"TR","WI","Aggregate",2009,4674.161889,1729
"TR","WI","Aggregate",2010,26956.39324,1112
"TR","WI","Aggregate",2011,20691.25574,2334
"TR","WI","Aggregate",2012,31065.68279,2780
"TR","WI","Aggregate",2013,22243.51426,2457
"TR","WI","Aggregate",2014,42113.98273,1541
"TR","WI","Aggregate",2015,17097.20464,1024
"TR","WI","Aggregate",2016,34502.08122,224
"TR","WI","Aggregate",2017,30312.66017,288
"TR","WI","Aggregate",2018,20940.66921,376
"TR","WI","Aggregate",2019,26047.94681,142
"TR","CA","Aggregate",2005,20466.50297,8
"TR","CA","Aggregate",2006,25470.16005,154
"TR","CA","Aggregate",2007,9611.581503,609
"TR","CA","Aggregate",2008,15150.26319,517
"TR","CA","Aggregate",2009,22968.60701,762
"TR","CA","Aggregate",2010,33902.65946,410
"TR","CA","Aggregate",2011,10163.66298,1030
"TR","CA","Aggregate",2012,32138.14419,1021
"TR","CA","Aggregate",2013,22582.14207,808
"TR","CA","Aggregate",2014,23060.36572,546
"TR","CA","Aggregate",2015,21989.24183,167
"TR","CA","Aggregate",2016,5761.425923,88
"TR","CA","Aggregate",2017,1029.503839,158
"TR","CA","Aggregate",2018,11131.57589,171
"TR","CA","Aggregate",2019,4820.722024,100
"TR","SU","Aggregate",2005,80829.49297,6
"TR","SU","Aggregate",2006,2669.786225,79
"TR","SU","Aggregate",2007,12523.43535,580
"TR","SU","Aggregate",2008,8489.007868,532
"TR","SU","Aggregate",2009,40291.39906,538
"TR","SU","Aggregate",2010,22523.01881,329
"TR","SU","Aggregate",2011,11771.27849,984
"TR","SU","Aggregate",2012,12121.83855,1040
"TR","SU","Aggregate",2013,27912.83203,623
"TR","SU","Aggregate",2014,19003.66383,740
"TR","SU","Aggregate",2015,6668.859517,175
"TR","SU","Aggregate",2016,868.3987597,93
"TR","SU","Aggregate",2017,1602.332925,149
"TR","SU","Aggregate",2018,1269.109877,97
"TR","SU","Aggregate",2019,1530.297564,97
"TR","RU","Aggregate",2006,909.3963073,264
"TR","RU","Aggregate",2007,5660.492947,681
"TR","RU","Aggregate",2008,5938.337042,562
"TR","RU","Aggregate",2009,18937.86474,316
"TR","RU","Aggregate",2010,23898.38095,339
"TR","RU","Aggregate",2011,13929.50157,653
"TR","RU","Aggregate",2012,15512.34022,1026
"TR","RU","Aggregate",2013,23051.20808,558
"TR","RU","Aggregate",2014,19455.07282,493
"TR","RU","Aggregate",2015,1972.421044,166
"TR","RU","Aggregate",2016,18113.49744,106
"TR","RU","Aggregate",2017,67526.33293,131
"TR","RU","Aggregate",2018,11195.77357,96
"TR","RU","Aggregate",2019,18217.87602,45
"BM","WI","Aggregate",2003,331.5821278,378
"BM","WI","Aggregate",2004,5455.999586,223
"BM","WI","Aggregate",2005,7245.657383,462
"BM","WI","Aggregate",2006,24090.32828,659
"BM","WI","Aggregate",2007,3941.838164,1887
"BM","WI","Aggregate",2008,9946.133165,4149
"BM","WI","Aggregate",2009,6361.298632,3224
"BM","WI","Aggregate",2010,13006.15598,2397
"BM","WI","Aggregate",2011,6374.590002,2692
